phrase,class
This section of the questionnaire required respondents to give information on  ,Reporting results from questionnaires and interviews 
Over half of those surveyed reported that  ,Reporting results from questionnaires and interviews 
70  of those who were interviewed indicated that . ,Reporting results from questionnaires and interviews 
Almost two thirds of the participants  64   said that .  ,Reporting results from questionnaires and interviews 
The majority of those who responded to this item felt that  ,Reporting results from questionnaires and interviews 
"Approximately, half of those surveyed did not comment on . ",Reporting results from questionnaires and interviews 
"When asked whether , 90  of the respondents reported that  ",Reporting results from questionnaires and interviews 
 Just over half of those who answered this question reported that  ,Reporting results from questionnaires and interviews 
"In response to Question 1, most of those surveyed indicated that  ",Reporting results from questionnaires and interviews 
"When the participants were asked   , the majority commented that  ",Reporting results from questionnaires and interviews 
"Of the 62 participants who responded to this question, 30 reported an increase in  ",Reporting results from questionnaires and interviews 
"Of the 148 patients who completed the questionnaire, just over half indicated that  ",Reporting results from questionnaires and interviews 
Some participants expressed the belief that  ,Reporting results from questionnaires and interviews 
A minority of participants  17   indicated that  ,Reporting results from questionnaires and interviews 
Only a small number of respondents indicated that  ,Reporting results from questionnaires and interviews 
A small number of those interviewed suggested that . ,Reporting results from questionnaires and interviews 
For a small number of participants X was the reason for   ,Reporting results from questionnaires and interviews 
One interviewee felt that   ,Reporting results from questionnaires and interviews 
Some  informants remarked   ,Reporting results from questionnaires and interviews 
One interviewee referred to   ,Reporting results from questionnaires and interviews 
Some  informants emphasised   ,Reporting results from questionnaires and interviews 
A few participants  reported that   ,Reporting results from questionnaires and interviews 
Some  informants attributed X to   ,Reporting results from questionnaires and interviews 
A few participants  suggested that   ,Reporting results from questionnaires and interviews 
A few participants  commented that   ,Reporting results from questionnaires and interviews 
Some  informants offered evidence of   ,Reporting results from questionnaires and interviews 
A number of  Informants  explicitly referred to   ,Reporting results from questionnaires and interviews 
One interviewee questioned whether   ,Reporting results from questionnaires and interviews 
A number of  Informants  expressed a desire for   ,Reporting results from questionnaires and interviews 
A small number of  participants  were reluctant to discuss   ,Reporting results from questionnaires and interviews 
Some  informants were able to identify with   ,Reporting results from questionnaires and interviews 
One interviewee offered an explanation for   ,Reporting results from questionnaires and interviews 
A small number of  participants  expressed concerns about   ,Reporting results from questionnaires and interviews 
The majority of  interviewees  were particularly critical of   ,Reporting results from questionnaires and interviews 
The majority of  interviewees  agreed with the statement that   ,Reporting results from questionnaires and interviews 
The majority of  interviewees  welcomed the opportunity to focus on   ,Reporting results from questionnaires and interviews 
It was also suggested that  ,Reporting results from questionnaires and interviews 
Another reported problem was   ,Reporting results from questionnaires and interviews 
Concerns were expressed about   ,Reporting results from questionnaires and interviews 
Opinions differed as to whether   ,Reporting results from questionnaires and interviews 
There were some suggestions that  ,Reporting results from questionnaires and interviews 
Concerns regarding X were more widespread. ,Reporting results from questionnaires and interviews 
In their accounts of the events surrounding  ,Reporting results from questionnaires and interviews 
There were some negative comments about  ,Reporting results from questionnaires and interviews 
This view was echoed by another informant who .. ,Reporting results from questionnaires and interviews 
One concern expressed regarding X was whether   ,Reporting results from questionnaires and interviews 
"Some interviewees argued that   , while others   ",Reporting results from questionnaires and interviews 
"Some felt that   , while others considered that   ",Reporting results from questionnaires and interviews 
"Whilst a minority mentioned that , all agreed that  ",Reporting results from questionnaires and interviews 
As one interviewee said      ,Introducing excerpts from interview data 
As one interviewee put it      ,Introducing excerpts from interview data 
One informant reported that  ,Introducing excerpts from interview data 
The comment below illustrates  ,Introducing excerpts from interview data 
One participant commented      ,Introducing excerpts from interview data 
"For example, one interviewee said      ",Introducing excerpts from interview data 
"In one case, the participant thought that   ",Introducing excerpts from interview data 
"Another interviewee, when asked  , said     ",Introducing excerpts from interview data 
Other responses to this question included       ,Introducing excerpts from interview data 
Another interviewee alluded to the notion of  ,Introducing excerpts from interview data 
Talking about this issue an interviewee said     ,Introducing excerpts from interview data 
"Commenting on X, one of the interviewees said   ",Introducing excerpts from interview data 
One individual stated that    And another commented    ,Introducing excerpts from interview data 
A number of issues were identified   ,General observations about qualitative data 
"In all cases, the informants reported   ",General observations about qualitative data 
A variety of perspectives were expressed   ,General observations about qualitative data 
These views surfaced mainly in relation to   ,General observations about qualitative data 
There was a sense of X amongst interviewees. ,General observations about qualitative data 
Five broad themes emerged from the analysis. ,General observations about qualitative data 
The participants on the whole demonstrated  ,General observations about qualitative data 
A common view amongst interviewees was that   ,General observations about qualitative data 
This theme came up for example in discussions of   ,General observations about qualitative data 
The themes of X and Y recurred throughout the dataset. ,General observations about qualitative data 
Two divergent and often conflicting discourses emerged   ,General observations about qualitative data 
Two discrete reasons emerged from this. First  Second   ,General observations about qualitative data 
Issues related to X were not particularly prominent in the interview data. ,General observations about qualitative data 
A recurrent theme in the interviews was a sense amongst interviewees that   ,General observations about qualitative data 
If we now turn to  ,Transition statements 
A comparison of the two results reveals  ,Transition statements 
Turning now to the experimental evidence on  ,Transition statements 
"Comparing the two results, it can be seen that  ",Transition statements 
The next section of the survey was concerned with  ,Transition statements 
"In the final part of the survey, respondents were asked  ",Transition statements 
These results suggest that  ,Summary and transition 
"Overall, these results indicate that  ",Summary and transition 
"In summary, these results show that  ",Summary and transition 
"In summary, for the informants in this study,  ",Summary and transition 
Together these results provide important insights into  ,Summary and transition 
"Taken together, these results suggest that there is an association between  ",Summary and transition 
"The results in this chapter indicate that  The next chapter, therefore, moves on to discuss the  ",Summary and transition 
Several reports have shown that   ,Background information  reference to literature or to research aim question 
"As mentioned in the literature review,  ",Background information  reference to literature or to research aim question 
The third question in this research was  ,Background information  reference to literature or to research aim question 
Prior studies that have noted the importance of  ,Background information  reference to literature or to research aim question 
An initial objective of the project was to identify   ,Background information  reference to literature or to research aim question 
The first question in this study sought to determine  ,Background information  reference to literature or to research aim question 
It was hypothesised that participants with a history of  ,Background information  reference to literature or to research aim question 
Very little was found in the literature on the question of   ,Background information  reference to literature or to research aim question 
The present study was designed to determine the effect of  ,Background information  reference to literature or to research aim question 
"With respect to the first research question, it was found that   ",Background information  reference to literature or to research aim question 
This study set out with the aim of assessing the importance of X in  ,Background information  reference to literature or to research aim question 
Previous studies evaluating X observed inconsistent results on whether   ,Background information  reference to literature or to research aim question 
A strong relationship between X and Y has been reported in the literature. ,Background information  reference to literature or to research aim question 
"In reviewing the literature, no data was found on the association between X and Y. ",Background information  reference to literature or to research aim question 
One interesting finding is   ,Statements of result   usually with reference to results section 
The current study found that         ,Statements of result   usually with reference to results section 
Another important finding was that  ,Statements of result   usually with reference to results section 
"In this study, Xs were found to cause  ",Statements of result   usually with reference to results section 
The most interesting finding was that  ,Statements of result   usually with reference to results section 
The results of this study show indicate that  ,Statements of result   usually with reference to results section 
"On the question of X, this study found that  ",Statements of result   usually with reference to results section 
This experiment did not detect any evidence for  ,Statements of result   usually with reference to results section 
The most obvious finding to emerge from the analysis is that  ,Statements of result   usually with reference to results section 
Perhaps  the most  striking finding is   ,Statements of result   usually with reference to results section 
The most  important finding is   ,Statements of result   usually with reference to results section 
Perhaps  the most  significant finding is   ,Statements of result   usually with reference to results section 
Perhaps  the most  interesting  finding is   ,Statements of result   usually with reference to results section 
Perhaps  the most  compelling finding is   ,Statements of result   usually with reference to results section 
The most disturbing finding is   ,Statements of result   usually with reference to results section 
Perhaps  the most  unexpected  finding is   ,Statements of result   usually with reference to results section 
The most clinically relevant finding is   ,Statements of result   usually with reference to results section 
What is surprising is that  ,Unexpected outcome 
"Surprisingly, X was found to  ",Unexpected outcome 
One unanticipated finding was that  ,Unexpected outcome 
What is curious about this result is that   ,Unexpected outcome 
"Surprisingly, no differences were found in  ",Unexpected outcome 
This finding was unexpected and suggests that  ,Unexpected outcome 
One unexpected finding was the extent to which   ,Unexpected outcome 
It is somewhat surprising that no X was noted in this condition  ,Unexpected outcome 
"The weak association of X with Y is interesting, but not surprising. ",Unexpected outcome 
One surprising variable that was found to be significantly associated with X was   ,Unexpected outcome 
These findings are somewhat surprising given the fact that other research shows   ,Unexpected outcome 
"Contrary to expectations, this study did not find a significant difference between  ",Unexpected outcome 
"However, the observed difference between X and Y in this study was not significant. ",Unexpected outcome 
"However, the ANOVA  one way  showed that these results were not statistically significant. ",Unexpected outcome 
It was surprising that the X group scores did not differ significantly from those of the Y group. ,Unexpected outcome 
This study confirms that X is associated with   ,Reference to previous research: support 
This finding is consistent with that of Smith  2000  who   ,Reference to previous research: support 
Comparison of the findings with those of other studies confirms   ,Reference to previous research: support 
"This also accords with our earlier observations, which showed that  ",Reference to previous research: support 
These results reflect those of Smith et al.  1992  who also found that   ,Reference to previous research: support 
Increased activation in the X in this study corroborates these earlier findings. ,Reference to previous research: support 
This finding broadly supports the work of other studies in this area linking X with Y. ,Reference to previous research: support 
"In accordance with the present results, previous studies have demonstrated that  ",Reference to previous research: support 
It is encouraging to compare this figure with that found by Jones  1993  who found that  ,Reference to previous research: support 
"Consistent with the literature, this research found that participants who reported using X also   ",Reference to previous research: support 
"This study supports evidence from clinical observations  e.g. Smith, 1997  Jones et al., 1994  that   ",Reference to previous research: support 
This study produced results which corroborate the findings of a great deal of the previous work in  ,Reference to previous research: support 
There are similarities between the attitudes expressed by X in this study and those described by ,Reference to previous research: support 
These results further support the idea of  ,Reference to previous research: support 
These results confirm the association between  ,Reference to previous research: support 
These results are consistent with data obtained in   ,Reference to previous research: support 
These results match those observed in earlier studies. ,Reference to previous research: support 
These results are in line with those of previous studies. ,Reference to previous research: support 
These results are in agreement with those obtained by   ,Reference to previous research: support 
These results are in accord with recent studies indicating that   ,Reference to previous research: support 
"These results agree with the findings of other studies, in which  ",Reference to previous research: support 
These results seem to be consistent with other research which found  ,Reference to previous research: support 
These results mirror those of the previous studies that have examined  ,Reference to previous research: support 
These results are consistent with those of Smith and Jones  2015  who  ,Reference to previous research: support 
"These results are in keeping with previous observational studies, which  ",Reference to previous research: support 
These results are in agreement with Smith s  1999  findings which showed  ,Reference to previous research: support 
These results support previous research into this brain area which links X and Y. ,Reference to previous research: support 
"These results corroborate the ideas of Smith and Jones  2008 , who suggested that  ",Reference to previous research: support 
This study has been unable to demonstrate that  ,Reference to previous research  contradict 
"However, this result has not previously been described. ",Reference to previous research  contradict 
This outcome is contrary to that of Smith et al.  2001  who found   ,Reference to previous research  contradict 
This finding is contrary to previous studies which have suggested that   ,Reference to previous research  contradict 
"In contrast to earlier findings, however, no evidence of X was detected. ",Reference to previous research  contradict 
The yields in this investigation were higher compared to those of other studies.  ,Reference to previous research  contradict 
"However, the findings of the current study do not support the previous research. ",Reference to previous research  contradict 
Smith et al.  1999  showed that  . This differs from the findings presented here   ,Reference to previous research  contradict 
"The overall level was found to be 15 , lower than that of previously reported levels. ",Reference to previous research  contradict 
"It has been suggested that    Smith et al., 2002 . This does not appear to be the case. ",Reference to previous research  contradict 
The levels observed in this investigation are far below those observed by Smith et al.  2007 . ,Reference to previous research  contradict 
"These results differ from X s 2003 estimate of Y, but they are broadly consistent with earlier  ",Reference to previous research  contradict 
"Although, these results differ from some published studies  Smith, 1992  Jones, 1996 , they are consistent with those of  ",Reference to previous research  contradict 
A possible explanation for this might be that  ,Explanations for results 
Another possible explanation for this is that  ,Explanations for results 
This result may be explained by the fact that  ,Explanations for results 
"There are, however, other possible explanations. ",Explanations for results 
These relationships may partly be explained by   ,Explanations for results 
There are several possible explanations for this result. ,Explanations for results 
"Several factors could explain this observation. Firstly,   ",Explanations for results 
A possible explanation for these results may be the lack of adequate  ,Explanations for results 
These differences can be explained in part by the proximity of X and Y. ,Explanations for results 
These factors may explain the relatively good correlation between X and Y. ,Explanations for results 
This inconsistency may be due to  ,Explanations for results 
These results are likely to be related to   ,Explanations for results 
This discrepancy could be attributed to  ,Explanations for results 
It seems possible that these results are due to  ,Explanations for results 
This rather contradictory result may be due to  ,Explanations for results 
The observed increase in X could be attributed to   ,Explanations for results 
"It is difficult to explain this result, but it might be related to  ",Explanations for results 
This finding could have been generated by misclassification bias since   ,Explanations for results 
Another possible alternative explanation of our findings is that they are due to   ,Explanations for results 
The possible interference of X cannot be ruled out. ,Explanations for results 
It may be that these participants benefitted from  ,Explanations for results 
Differences between X and Y may have influenced  ,Explanations for results 
These possible sources of error could have affected   ,Explanations for results 
There are two likely causes for the differences between  ,Explanations for results 
"This result may reflect differences in the size, quality and   ",Explanations for results 
The reason for this is not clear but it may have something to do with  ,Explanations for results 
The observed correlation between X and Y might be explained in this way    ,Explanations for results 
Since this difference has not been found elsewhere it is probably not due to  ,Explanations for results 
These conflicting experimental results could be associated with the nature of the   ,Explanations for results 
It is possible that these unmeasured variables could account for some aspects of the results. ,Explanations for results 
This rather result could be due to   ,Explanations for results 
This rather result may be related to   ,Explanations for results 
This rather result might be a result of   ,Explanations for results 
This rather result could be attributed to   ,Explanations for results 
This rather result can be explained by X. ,Explanations for results 
This rather result might be explained by the fact that   ,Explanations for results 
This rather intriguing  could be due to   ,Explanations for results 
This rather interesting  may be related to   ,Explanations for results 
This rather surprising  might be a result of   ,Explanations for results 
This rather unexpected  could be attributed to   ,Explanations for results 
This rather disappointing  can be explained by X. ,Explanations for results 
This rather disappointing  might be explained by the fact that   ,Explanations for results 
Another source of uncertainty is   ,Advising cautious interpretation 
Additional uncertainty arises from   ,Advising cautious interpretation 
A note of caution is due here since   ,Advising cautious interpretation 
These findings may be somewhat limited by   ,Advising cautious interpretation 
The possible interference of X cannot be ruled out. ,Advising cautious interpretation 
These findings cannot be extrapolated to all patients. ,Advising cautious interpretation 
These data must be interpreted with caution because  ,Advising cautious interpretation 
It could be argued that the positive results were due to   ,Advising cautious interpretation 
These results therefore need to be interpreted with caution. ,Advising cautious interpretation 
"In observational studies, there is a potential for bias from   ",Advising cautious interpretation 
It is important to bear in mind the possible bias in these responses. ,Advising cautious interpretation 
"Although exclusion of X did not , these results should be interpreted with caution. ",Advising cautious interpretation 
"However, with a small sample size, caution must be applied, as the findings might not be   ",Advising cautious interpretation 
It is possible that these results are due to   ,Advising cautious interpretation 
It is possible that these results are limited to   ,Advising cautious interpretation 
It is possible that these results are only valid for   ,Advising cautious interpretation 
It is possible that these results do not represent the   ,Advising cautious interpretation 
It is possible that these results have been confounded by  ,Advising cautious interpretation 
It is possible that these results may have been skewed by   ,Advising cautious interpretation 
It is possible that these results might be biased because of   ,Advising cautious interpretation 
It is possible that these results could be a statistical anomaly. ,Advising cautious interpretation 
It is possible that these results were influenced by the lack of   ,Advising cautious interpretation 
It is possible that these results merely reflect a selection effect. ,Advising cautious interpretation 
It is possible that these results may underestimate the role of   ,Advising cautious interpretation 
It is possible that these results are not a true representation of   ,Advising cautious interpretation 
It is possible that these results underestimate the true prevalence of   ,Advising cautious interpretation 
It is possible that these results might not be applicable to other groups   ,Advising cautious interpretation 
It is possible that these results are an artefact of our experimental design. ,Advising cautious interpretation 
"It is possible that these results are biased, given the self reported nature of    ",Advising cautious interpretation 
It is possible that these results will not be reproducible on a wide scale across   ,Advising cautious interpretation 
It is possible that these results may not be generalisable to a broader range of  ,Advising cautious interpretation 
These findings are rather disappointing. ,Commenting on findings 
"However, these results were not very encouraging. ",Commenting on findings 
The test was successful as it was able to identify students who  ,Commenting on findings 
The present results are significant in at least two major respects. ,Commenting on findings 
"Unfortunately, these findings are rather difficult to interpret because   ",Commenting on findings 
This is a key  result. ,Commenting on findings 
This is an useful finding. ,Commenting on findings 
These are positive findings. ,Commenting on findings 
This is a an valuable result. ,Commenting on findings 
These are troubling findings. ,Commenting on findings 
This is a surprising  finding. ,Commenting on findings 
This is an important  result. ,Commenting on findings 
These are significant findings. ,Commenting on findings 
This is an interesting  result. ,Commenting on findings 
These are reassuring findings. ,Commenting on findings 
These are remarkable results. ,Commenting on findings 
This is an encouraging result. ,Commenting on findings 
These are disappointing results. ,Commenting on findings 
This is a  rather result. ,Commenting on findings 
This is a  somewhat  finding. ,Commenting on findings 
This is a  particularly result. ,Commenting on findings 
These are  rather findings. ,Commenting on findings 
These are  somewhat  results. ,Commenting on findings 
These are particularly findings. ,Commenting on findings 
Suggesting general hypotheses  ,Commenting on findings 
These findings suggest that  ,Suggesting general hypotheses  
"It is possible, therefore, that   ",Suggesting general hypotheses  
It can thus be suggested that  ,Suggesting general hypotheses  
"In general, therefore, it seems that  ",Suggesting general hypotheses  
The findings reported here suggest that   ,Suggesting general hypotheses  
"According to these data, we can infer that   ",Suggesting general hypotheses  
It is possible likely probable therefore that   ,Suggesting general hypotheses  
The present study raises the possibility that  ,Suggesting general hypotheses  
"Hence, it could conceivably be hypothesised that  ",Suggesting general hypotheses  
This observation may support the hypothesis that   ,Suggesting general hypotheses  
It may be the case therefore that these variations  ,Suggesting general hypotheses  
It is therefore likely that such connections exist between  ,Suggesting general hypotheses  
The value of X suggests that a weak link may exist between  ,Suggesting general hypotheses  
These results provide further support for the hypothesis that  ,Suggesting general hypotheses  
"Therefore, X could be a major factor, if not the only one, causing  ",Suggesting general hypotheses  
It is possible to hypothesise that these conditions are less likely to occur in  ,Suggesting general hypotheses  
It can therefore be assumed that the  ,Noting implications 
This provides some explanation as to why   ,Noting implications 
An implication of this is the possibility that   ,Noting implications 
One of the issues that emerges from these findings is  ,Noting implications 
These initial results are suggestive of a link between X and Y . ,Noting implications 
Some of the issues emerging from this finding relate specifically to  ,Noting implications 
This combination of findings provides some support for the conceptual premise that  ,Noting implications 
These findings suggest that   ,Noting implications 
These results  challenge the notion that   ,Noting implications 
These results  might further indicate that   ,Noting implications 
These findings may help us to understand  ,Noting implications 
These results  may be taken to indicate that   ,Noting implications 
These results  have important implications for developing  ,Noting implications 
"These findings may reflect differences in the size, quality and   ",Noting implications 
These results  raise intriguing questions regarding the nature and extent of  ,Noting implications 
These findings suggest that the lowering of x may reduce hospital admissions for   ,Noting implications 
These findings  might help us to shape   ,Noting implications 
These findings  should help others to  design  ,Noting implications 
These findings  will  help others to  predict   ,Noting implications 
These findings  might help us to develop   ,Noting implications 
These findings  should help others to  prioritise   ,Noting implications 
These findings  might help us to find new ways of   ,Noting implications 
These findings  should help others to  find new ways of   ,Noting implications 
This is an important issue for future research.  ,Suggestions for future work 
Research questions that could be asked include  ,Suggestions for future work 
There are still many unanswered questions about    ,Suggestions for future work 
Several questions remain unanswered at present. ,Suggestions for future work 
"Despite these promising results, questions remain. ",Suggestions for future work 
Further work is required to establish the viability of ,Suggestions for future work 
Further research should be undertaken to investigate the   ,Suggestions for future work 
There is abundant room for further progress in determining   ,Suggestions for future work 
A further study with more focus on X is therefore suggested. ,Suggestions for future work 
Future studies on the current topic are therefore recommended. ,Suggestions for future work 
"In further research, the use of this data as X could be a means of  ",Suggestions for future work 
To develop a full picture of X additional studies will be needed that  ,Suggestions for future work 
"In future investigations, it might be possible to use a different X in which  ",Suggestions for future work 
"Further studies, which take these variables into account, will need to be undertaken. ",Suggestions for future work 
"However, more research on this topic needs to be undertaken before the association between X and Y is more clearly understood. ",Suggestions for future work 
Further work is required to  identify the   ,Suggestions for future work 
Further research is  required to  establish how   ,Suggestions for future work 
Further studies are required to  confirm whether   ,Suggestions for future work 
Further investigations are required to  assess the risks of   ,Suggestions for future work 
Further work is needed to ascertain whether   ,Suggestions for future work 
Further research is  needed to determine whether   ,Suggestions for future work 
Further studies are needed to examine the effects of   ,Suggestions for future work 
Further investigations are needed to evaluate the impact of   ,Suggestions for future work 
Further work is required to  address the following questions  ,Suggestions for future work 
Further research is  required to  explore the mechanisms behind   ,Suggestions for future work 
Further studies are required to  assess the longer term impact of   ,Suggestions for future work 
Further investigations are required to  confirm and validate these findings. ,Suggestions for future work 
Further work is needed to identify or develop drugs that can   ,Suggestions for future work 
Further research is  needed to assess the competing therapies for   ,Suggestions for future work 
Further studies are needed to develop reliable analytical methods for   ,Suggestions for future work 
Further investigations are needed to shed light on the mechanism underlying  ,Suggestions for future work 
Further work is needed to provide greater insight into the effects of   ,Suggestions for future work 
Further research is  needed to gain a better understanding of the possible   ,Suggestions for future work 
Further studies are needed to establish the effectiveness of treatment with   ,Suggestions for future work 
Further investigations are needed to better understand the mechanisms underlying   ,Suggestions for future work 
This study set out to   ,Restatement of aims  
This paper has argued that   ,Restatement of aims  
This essay has discussed the reasons for  ,Restatement of aims  
"In this investigation, the aim was to assess  ",Restatement of aims  
The aim of the present research was to examine   ,Restatement of aims  
The purpose of the current study was to determine  ,Restatement of aims  
The main goal of the current study was to determine  ,Restatement of aims  
This project was undertaken to design  and evaluate  ,Restatement of aims  
The present study was designed to determine the effect of  ,Restatement of aims  
The second aim of this study was to investigate the effects of   ,Restatement of aims  
"Returning to the question posed at the beginning of this study, it is now possible to state that  ",Restatement of aims  
This study set out to  predict which   ,Restatement of aims  
This study set out to  establish whether    ,Restatement of aims  
This study set out to  determine whether   ,Restatement of aims  
This study set out to  develop a model for   ,Restatement of aims  
This study set out to  assess the effects of   ,Restatement of aims  
This study set out to  investigate impact of   ,Restatement of aims  
This study set out to  better understand the   ,Restatement of aims  
This study set out to  find a new method for   ,Restatement of aims  
This study set out to  evaluate how effective   ,Restatement of aims  
This study set out to  assess the feasibility of   ,Restatement of aims  
This study set out to  test the hypothesis that   ,Restatement of aims  
This study set out to  explore the influence of   ,Restatement of aims  
This study set out to  gain a better understanding of   ,Restatement of aims  
This study set out to  objectively measure and assess   ,Restatement of aims  
This study set out to  examine the relationship between   ,Restatement of aims  
This study set out to  compare the two ways of treating    ,Restatement of aims  
This study set out to  critically examine the ways in which   ,Restatement of aims  
This study set out to  evaluate a new method of measuring    ,Restatement of aims  
This study set out to  provide the first systematic account of   ,Restatement of aims  
This study set out to  understand the views and experiences of   ,Restatement of aims  
This study set out to  review in detail the available information on   ,Restatement of aims  
This study has   examined  the role of   ,Restatement of aims  
This study has   examined  the impact of   ,Restatement of aims  
This study has   examined  the nature of    ,Restatement of aims  
This study has   examined  the concept of   ,Restatement of aims  
This study has   examined  the differences between   ,Restatement of aims  
This study has   examined  the relationship between   ,Restatement of aims  
This study has   examined  the peer reviewed literature on   ,Restatement of aims  
This study has   examined  the factors which are thought to contribute to   ,Restatement of aims  
This study has identified   ,Summarising research findings 
This study has shown that   ,Summarising research findings 
The research has also shown that   ,Summarising research findings 
The second major finding was that  ,Summarising research findings 
These experiments confirmed that   ,Summarising research findings 
X made no significant difference to   ,Summarising research findings 
This study has found that generally  ,Summarising research findings 
The investigation of X has shown that  ,Summarising research findings 
The results of this investigation show that  ,Summarising research findings 
"X, Y and Z emerged as reliable predictors of  ",Summarising research findings 
Multiple regression analysis revealed that the  ,Summarising research findings 
The most obvious finding to emerge from this study is that  ,Summarising research findings 
The relevance of X is clearly supported by the current findings. ,Summarising research findings 
One of the more significant findings to emerge from this study is that  ,Summarising research findings 
"In general, therefore, it seems that  ",Suggesting implications for the field of knowledge 
The results of this study indicate that  ,Suggesting implications for the field of knowledge 
These findings suggest that in general  ,Suggesting implications for the field of knowledge 
The findings of this study suggest that  ,Suggesting implications for the field of knowledge 
"Taken together, these results suggest that  ",Suggesting implications for the field of knowledge 
An implication of this is the possibility that  ,Suggesting implications for the field of knowledge 
The evidence from this study suggests that  ,Suggesting implications for the field of knowledge 
"Overall, this study strengthens the idea that   ",Suggesting implications for the field of knowledge 
The current data highlight the importance of   ,Suggesting implications for the field of knowledge 
The findings of this research provide insights for    ,Suggesting implications for the field of knowledge 
The results of this research support the idea that  ,Suggesting implications for the field of knowledge 
These data suggest that X can be achieved through  ,Suggesting implications for the field of knowledge 
The theoretical implications of these findings are unclear.  ,Suggesting implications for the field of knowledge 
The principal theoretical implication of this study is that   ,Suggesting implications for the field of knowledge 
This study has raised important questions about the nature of   ,Suggesting implications for the field of knowledge 
The following conclusions can be drawn from the present study  ,Suggesting implications for the field of knowledge 
"Taken together, these findings suggest a role for X in promoting Y. ",Suggesting implications for the field of knowledge 
The findings of this investigation complement those of earlier studies. ,Suggesting implications for the field of knowledge 
These findings have significant implications for the understanding of how   ,Suggesting implications for the field of knowledge 
"Although this study focuses on X, the findings may well have a bearing on  ",Suggesting implications for the field of knowledge 
These findings raised important theoretical issues that have a bearing on the  ,Suggesting implications for the field of knowledge 
This thesis has provided a deeper insight into   ,Significance of the findings or contribution of the study 
The contribution of this study has been to confirm   ,Significance of the findings or contribution of the study 
"Before this study, evidence of X was purely anecdotal. ",Significance of the findings or contribution of the study 
This study provides the first comprehensive assessment of   ,Significance of the findings or contribution of the study 
This work contributes to existing knowledge of X by providing  ,Significance of the findings or contribution of the study 
This study establishes a quantitative framework for detecting   ,Significance of the findings or contribution of the study 
This is the largest study so far documenting a delayed onset of  ,Significance of the findings or contribution of the study 
"The analysis of X undertaken here, has extended our knowledge of  ",Significance of the findings or contribution of the study 
The empirical findings in this study provide a new understanding of  ,Significance of the findings or contribution of the study 
This study has been one of the first attempts to thoroughly examine   ,Significance of the findings or contribution of the study 
This paper contributes to recent historiographical debates concerning   ,Significance of the findings or contribution of the study 
This study appears to be the first study to compare the experiences of   ,Significance of the findings or contribution of the study 
The present study adds to the growing body of research that indicates   ,Significance of the findings or contribution of the study 
The present study is the only empirical investigation into the impact of   ,Significance of the findings or contribution of the study 
This approach will prove useful in expanding our understanding of how   ,Significance of the findings or contribution of the study 
The study has gone some way towards enhancing our understanding of  ,Significance of the findings or contribution of the study 
The study has confirmed the findings of Smith et al.  2001  which found that  ,Significance of the findings or contribution of the study 
This new understanding should help to improve predictions of the impact of   ,Significance of the findings or contribution of the study 
This is the first report on X from a nationally representative cohort of patients. ,Significance of the findings or contribution of the study 
The methods used for this X may be applied to other Xs elsewhere in the world. ,Significance of the findings or contribution of the study 
These findings will be of broad use to the scientific and biomedical communities. ,Significance of the findings or contribution of the study 
The X that we have identified therefore assists in our understanding of the role of  ,Significance of the findings or contribution of the study 
This is the first study of substantial duration which examines associations between   ,Significance of the findings or contribution of the study 
"The findings from this study make several contributions to the current literature. First,  ",Significance of the findings or contribution of the study 
These findings contribute in several ways to our understanding of X and provide a basis for further research,Significance of the findings or contribution of the study 
These findings illustrate how   ,Significance of the findings or contribution of the study 
These findings could be used to help   ,Significance of the findings or contribution of the study 
These findings are important because   ,Significance of the findings or contribution of the study 
These findings are particularly relevant for    ,Significance of the findings or contribution of the study 
These findings provide insights into whether   ,Significance of the findings or contribution of the study 
These findings enhance our understanding of  ,Significance of the findings or contribution of the study 
These findings provide additional evidence for   ,Significance of the findings or contribution of the study 
These findings will help other researchers design   ,Significance of the findings or contribution of the study 
These findings highlight the potential usefulness of   ,Significance of the findings or contribution of the study 
These findings add to a growing body of literature on  ,Significance of the findings or contribution of the study 
These findings provide strong empirical confirmation that   ,Significance of the findings or contribution of the study 
These findings represent a major breakthrough in the way   ,Significance of the findings or contribution of the study 
These findings provide important insights into the role of   ,Significance of the findings or contribution of the study 
These findings make several contributions to the current literature. ,Significance of the findings or contribution of the study 
These findings are relevant to both practitioners and policy makers. ,Significance of the findings or contribution of the study 
This research extends our knowledge of  ,Significance of the findings or contribution of the study 
"This research has demonstrated, for the first time, that  ",Significance of the findings or contribution of the study 
This research will serve as a base for future studies and  ,Significance of the findings or contribution of the study 
This research should prove to be particularly valuable to  ,Significance of the findings or contribution of the study 
This research makes several noteworthy contributions to  ,Significance of the findings or contribution of the study 
This research has offered a framework for the exploration of  ,Significance of the findings or contribution of the study 
This research has provided additional evidence with respect to  ,Significance of the findings or contribution of the study 
